bug,degree,in_degree,out_degree,betweenness,pagerank,average_neighbor_degree,clustering,square_clustering,closeness_centrality,degree_centrality,out_degree_centrality,in_degree_centrality,betweenness_centrality,load_centrality,number_of_cliques,core_number,number_ancestors,number_descendants,eccentricity,ripple_degree,Size,Ties,Pairs,Densit,nWeakC,pWeakC,2StepR,2StepP,ReachE,Broker,nBroke,nClose,EgoBet,nEgoBe
0,1,1,0,0,0.000592181,0,0,0,0.088515776,0.001567398,0,0.001567398,0,0,1,1,302,0,1,1,83,2394,6806,35.17,3,3.61,487,76.33,2.42,2206,0.65,2394,0,0
0,4,0,4,0,0.00058708,1.25,0.5,0.789473684,0,0.006269592,0.006269592,0,0,0,3,4,0,6,7,7,7,31,42,73.81,1,14.29,276,43.26,28.19,5.5,0.26,31,0,0
0,4,4,0,0,0.000711453,0,1,0.110199897,0.118534808,0.006269592,0,0.006269592,0,0,1,4,302,0,1,1,253,15372,63756,24.11,1,0.4,342,53.61,1.02,24192,0.76,15372,0,0
0,1,1,0,0,0.000590737,0,0,0,0.076773887,0.001567398,0,0.001567398,0,0,1,1,302,0,1,1,15,70,210,33.33,1,6.67,383,60.03,35.73,70,0.67,70,28,13
0,21,21,0,0,0.005136369,0,0.3,0.010269682,0.14614916,0.032915361,0,0.032915361,0,0,51,9,309,0,1,1,10,13,90,14.44,1,10,373,58.46,81.09,38.5,0.86,13,0,0
0,1,1,0,0,0.000594092,0,0,0,0.11185679,0.001567398,0,0.001567398,0,0,1,1,302,0,1,1,269,15953,72092,22.13,2,0.74,414,64.89,1.2,28069.5,0.78,15953,530,0
1,83,83,0,0,0.001025808,0,0.536585366,0.182792568,0.227620501,0.130094044,0,0.130094044,0,0,66,83,307,0,1,1,252,15518,63252,24.53,1,0.4,342,53.61,1.02,23867,0.75,15518,0,0
1,168,117,51,1.38E-05,0.002609596,76.56862745,0.905061631,0.104899991,0.231660419,0.263322884,0.079937304,0.18338558,1.38E-05,1.36E-05,102,132,301,493,494,494,83,2394,6806,35.17,3,3.61,487,76.33,2.42,2206,0.65,2394,0,0
1,72,38,34,0.047753525,0.001945616,39.05882353,0.176442308,0.010654892,0.189343783,0.112852665,0.053291536,0.059561129,0.047753525,0.046753739,85,24,301,493,494,494,5,8,20,40,2,40,13,2.04,30.23,6,0.6,8,4,20
1,210,82,128,1.98E-05,0.001122762,99.890625,0.811902305,0.082160377,0.219147897,0.329153605,0.200626959,0.128526646,1.98E-05,1.96E-05,342,132,301,493,494,494,3,4,6,66.67,1,33.33,297,46.55,96.74,1,0.33,4,0,0
0,259,0,259,0,0.00058708,61.24710425,0.363263596,0.068982915,0,0.405956113,0.405956113,0,0,0,257,132,0,495,496,496,3,2,6,33.33,1,33.33,86,13.48,84.31,2,0.67,2,1,16
0,2,1,1,0,0.000632454,0,1,0,0.001567398,0.003134796,0.001567398,0.001567398,0,0,1,2,1,1,2,2,83,2394,6806,35.17,3,3.61,487,76.33,2.42,2206,0.65,2394,0,0
1,191,123,68,1.32E-05,0.002260484,104.6323529,0.917322372,0.108749361,0.233950308,0.299373041,0.106583072,0.192789969,1.32E-05,1.30E-05,162,132,301,493,494,494,83,2394,6806,35.17,3,3.61,487,76.33,2.42,2206,0.65,2394,0,0
1,191,123,68,1.32E-05,0.002260484,104.6323529,0.917322372,0.108749361,0.233950308,0.299373041,0.106583072,0.192789969,1.32E-05,1.30E-05,162,132,301,493,494,494,124,8763,15252,57.45,1,0.81,458,71.79,1.76,3244.5,0.43,8763,3.57,0
1,8,7,1,0,0.001559346,2,1,0.140235494,0.10926443,0.012539185,0.001567398,0.010971787,0,0,1,8,303,2,3,3,20,291,380,76.58,1,5,355,55.64,28.26,44.5,0.23,291,0,0
0,1,1,0,0,0.00117141,0,0,0,0.125458809,0.001567398,0,0.001567398,0,0,1,1,303,0,1,1,7,35,42,83.33,1,14.29,340,53.29,37.36,3.5,0.17,35,0,0
0,4,4,0,0,0.000679396,0,1,0.47595561,0.151916023,0.006269592,0,0.006269592,0,0,1,4,302,0,1,1,14,31,182,17.03,1,7.14,233,36.52,60.99,75.5,0.83,31,10.83,5
0,3,3,0,0,0.00069337,0,1,0.029661017,0.093959597,0.004702194,0,0.004702194,0,0,1,3,306,0,1,1,22,123,462,26.62,1,4.55,425,66.61,31.39,169.5,0.73,123,0,0
1,94,80,14,1.27E-05,0.001366738,139.0714286,0.796356156,0.16785961,0.218473595,0.147335423,0.021943574,0.12539185,1.27E-05,1.28E-05,84,89,301,493,494,494,39,802,1482,54.12,1,2.56,392,61.44,21.48,340,0.46,802,22.39,1
0,54,22,32,1.73E-05,0.001664622,22.59375,0.865079365,0.155742895,0.12127057,0.084639498,0.05015674,0.034482759,1.73E-05,1.74E-05,14,41,301,493,494,494,1,0,0,-1,1,100,297,46.55,100,0,-1,0,0,-1
1,192,123,69,0.000223857,0.002260888,104.7101449,0.904348832,0.101248468,0.233950308,0.300940439,0.10815047,0.192789969,0.000223857,0.000223704,164,132,301,493,494,494,124,8763,15252,57.45,1,0.81,458,71.79,1.76,3244.5,0.43,8763,3.57,0
1,191,123,68,1.32E-05,0.002260484,104.6323529,0.917322372,0.108749361,0.233950308,0.299373041,0.106583072,0.192789969,1.32E-05,1.30E-05,162,132,301,493,494,494,3,1,6,16.67,2,66.67,279,43.73,96.54,2.5,0.83,1,2,33
0,1,1,0,0,0.000662857,0,0,0,0.1163165,0.001567398,0,0.001567398,0,0,1,1,302,0,1,1,258,15383,66306,23.2,5,1.94,355,55.64,1.06,25461.5,0.77,15383,0,0
0,54,21,33,0.00122103,0.001583041,22.60606061,0.874603175,0.140476517,0.1210638,0.084639498,0.051724138,0.032915361,0.00122103,0.001222329,14,41,301,493,494,494,81,520,6480,8.02,2,2.47,526,82.45,10.61,2980,0.92,520,1118.03,17
0,3,2,1,0,0.001394217,2,1,1,0.13717946,0.004702194,0.001567398,0.003134796,0,0,1,3,303,2,3,3,83,2394,6806,35.17,3,3.61,487,76.33,2.42,2206,0.65,2394,0,0
0,83,83,0,0,0.001025808,0,0.536585366,0.182792568,0.227620501,0.130094044,0,0.130094044,0,0,66,83,307,0,1,1,1,0,0,-1,1,100,9,1.41,100,0,-1,0,0,-1
0,83,83,0,0,0.001025808,0,0.536585366,0.182792568,0.227620501,0.130094044,0,0.130094044,0,0,66,83,307,0,1,1,16,89,240,37.08,3,18.75,99,15.52,34.02,75.5,0.63,89,27.72,11
0,56,23,33,0.001590119,0.001900605,22.60606061,0.874603175,0.140476517,0.12127057,0.087774295,0.051724138,0.036050157,0.001590119,0.001591418,14,41,301,493,494,494,4,11,12,91.67,1,25,306,47.96,38.39,0.5,0.08,11,0,0
0,120,5,115,0,0.000600075,1.330434783,0.097338936,0.092675246,0.007836991,0.188087774,0.180250784,0.007836991,0,0,560,83,5,495,496,496,81,2389,6480,36.87,2,2.47,467,73.2,2.35,2045.5,0.63,2389,0,0
0,3,1,2,4.92E-06,0.000591346,0,0,0.00172117,0.001567398,0.004702194,0.003134796,0.001567398,4.92E-06,4.92E-06,3,2,1,2,3,3,7,12,42,28.57,1,14.29,87,13.64,43.94,15,0.71,12,0,0
0,10,10,0,0,0.002420538,0,1,1,0.075906636,0.015673981,0,0.015673981,0,0,1,10,317,0,1,1,83,2394,6806,35.17,3,3.61,487,76.33,2.42,2206,0.65,2394,0,0
0,81,81,0,0,0.001013429,0,0.562654321,0.251385309,0.223826826,0.126959248,0,0.126959248,0,0,63,81,307,0,1,1,9,27,72,37.5,1,11.11,188,29.47,69.89,22.5,0.63,27,2,2
0,1,1,0,0,0.000590737,0,0,0,0.076773887,0.001567398,0,0.001567398,0,0,1,1,302,0,1,1,23,127,506,25.1,2,8.7,437,68.5,32.42,189.5,0.75,127,107.97,21
1,168,117,51,1.38E-05,0.002609596,76.56862745,0.905061631,0.104899991,0.231660419,0.263322884,0.079937304,0.18338558,1.38E-05,1.36E-05,102,132,301,493,494,494,4,0,12,0,4,100,262,41.07,29.5,6,1,0,0,0
1,4,4,0,0,0.001241457,0,0,0.08,0.006530825,0.006269592,0,0.006269592,0,0,4,3,5,0,1,1,32,704,992,70.97,1,3.13,381,59.72,22.56,144,0.29,704,1.04,0
1,215,82,133,0.000194167,0.001123041,97.94736842,0.799737274,0.075411676,0.219147897,0.336990596,0.20846395,0.128526646,0.000194167,0.000191657,496,132,301,493,494,494,286,22802,81510,27.97,1,0.35,458,71.79,1.11,29354,0.72,22802,1963.15,2
0,43,30,13,0.001218108,0.003209049,17.84615385,0.95766129,0.142800281,0.12199986,0.067398119,0.020376176,0.047021944,0.001218108,0.001219407,4,41,301,493,494,494,5,8,20,40,1,20,12,1.88,41.38,6,0.6,8,2.33,11
0,11,5,6,1.70E-05,0.001408459,4.166666667,0.785714286,0.060058799,0.096001886,0.017241379,0.009404389,0.007836991,1.70E-05,1.70E-05,5,10,310,12,13,13,4,4,12,33.33,1,25,222,34.8,75.77,4,0.67,4,0,0
1,191,123,68,1.32E-05,0.002260484,104.6323529,0.917322372,0.108749361,0.233950308,0.299373041,0.106583072,0.192789969,1.32E-05,1.30E-05,162,132,301,493,494,494,8,26,56,46.43,1,12.5,74,11.6,51.39,15,0.54,26,1.75,3
0,6,2,4,1.23E-06,0.000872308,1.5,0.7,0.294117647,0.003134796,0.009404389,0.006269592,0.003134796,1.23E-06,1.23E-06,2,4,2,512,513,513,124,8763,15252,57.45,1,0.81,458,71.79,1.76,3244.5,0.43,8763,3.57,0
1,81,81,0,0,0.001013429,0,0.562654321,0.251385309,0.223826826,0.126959248,0,0.126959248,0,0,63,81,307,0,1,1,69,1976,4692,42.11,1,1.45,460,72.1,2.73,1358,0.58,1976,15.84,0
1,168,117,51,1.38E-05,0.002609596,76.56862745,0.905061631,0.104899991,0.231660419,0.263322884,0.079937304,0.18338558,1.38E-05,1.36E-05,102,132,301,493,494,494,2,2,2,100,1,50,14,2.19,50,0,0,2,0,0
1,191,123,68,1.32E-05,0.002260484,104.6323529,0.917322372,0.108749361,0.233950308,0.299373041,0.106583072,0.192789969,1.32E-05,1.30E-05,162,132,301,493,494,494,83,2394,6806,35.17,3,3.61,487,76.33,2.42,2206,0.65,2394,0,0
0,24,12,12,7.92E-05,0.002553937,10.75,0.956043956,0.734455011,0.088576178,0.037617555,0.018808777,0.018808777,7.92E-05,7.92E-05,2,18,316,27,28,28,1,0,0,-1,1,100,2,0.31,100,0,-1,0,0,-1
0,10,10,0,0,0.000921356,0,0.711111111,0.017198296,0.138386232,0.015673981,0,0.015673981,0,0,3,8,302,0,1,1,131,10373,17030,60.91,1,0.76,458,71.79,1.69,3328.5,0.39,10373,2.94,0
0,4,0,4,0,0.00058708,46,0.666666667,0.011083875,0,0.006269592,0.006269592,0,0,0,2,4,0,494,495,495,2,0,2,0,2,100,182,28.53,98.91,1,1,0,1,50
1,168,117,51,1.38E-05,0.002609596,76.56862745,0.905061631,0.104899991,0.231660419,0.263322884,0.079937304,0.18338558,1.38E-05,1.36E-05,102,132,301,493,494,494,1,0,0,-1,1,100,40,6.27,100,0,-1,0,0,-1
0,47,30,17,0.001231887,0.003256087,19.29411765,0.945075758,0.14463845,0.12199986,0.073667712,0.026645768,0.047021944,0.001231887,0.001233186,7,41,301,493,494,494,283,22105,79806,27.7,1,0.35,460,72.1,1.13,28850.5,0.72,22105,153.53,0
0,4,4,0,0,0.00074464,0,0.833333333,0.064926372,0.136797108,0.006269592,0,0.006269592,0,0,2,4,302,0,1,1,130,10282,16770,61.31,1,0.77,458,71.79,1.7,3244,0.39,10282,2.99,0
0,2,2,0,0,0.000593295,0,0,0.450980392,0.003134796,0.003134796,0,0.003134796,0,0,2,2,2,0,1,1,5,7,20,35,2,40,18,2.82,56.25,6.5,0.65,7,0,0
0,60,22,38,0.033741889,0.001671453,19.55263158,0.664343786,0.067723642,0.12127057,0.094043887,0.059561129,0.034482759,0.033741889,0.033741922,25,41,301,493,494,494,83,2394,6806,35.17,3,3.61,487,76.33,2.42,2206,0.65,2394,0,0
1,83,83,0,0,0.001025808,0,0.536585366,0.182792568,0.227620501,0.130094044,0,0.130094044,0,0,66,83,307,0,1,1,83,2394,6806,35.17,3,3.61,487,76.33,2.42,2206,0.65,2394,0,0
0,83,83,0,0,0.001025808,0,0.536585366,0.182792568,0.227620501,0.130094044,0,0.130094044,0,0,66,83,307,0,1,1,9,59,72,81.94,1,11.11,39,6.11,24.53,6.5,0.18,59,1.67,2
1,23,10,13,0.002286959,0.000838988,91.30769231,0.479532164,0.011683407,0.138274427,0.036050157,0.020376176,0.015673981,0.002286959,0.001631255,14,15,301,493,494,494,83,3496,6806,51.37,1,1.2,456,71.47,2.3,1655,0.49,3496,4.57,0
1,200,71,129,0.00014675,0.001022291,99.13953488,0.803141575,0.077489201,0.215489889,0.313479624,0.202194357,0.111285266,0.00014675,0.000144216,343,132,301,493,494,494,3,0,6,0,3,100,263,41.22,41.48,3,1,0,0,0
0,1,1,0,0,0.003097386,0,0,0,0.172588649,0.001567398,0,0.001567398,0,0,1,1,331,0,1,1,8,24,56,42.86,1,12.5,40,6.27,52.63,16,0.57,24,12.5,22
0,261,0,261,0,0.00058708,61.28735632,0.361626879,0.067762774,0,0.409090909,0.409090909,0,0,0,268,132,0,495,496,496,14,130,182,71.43,1,7.14,43,6.74,19.63,26,0.29,130,1.9,1
0,9,1,8,0,0.000624685,11.125,0.392857143,0.061844078,0.13576275,0.014106583,0.012539185,0.001567398,0,0,6,8,301,493,494,494,1,0,0,-1,1,100,14,2.19,100,0,-1,0,0,-1
1,356,123,233,0.001268489,0.002280428,51.08154506,0.480630402,0.04093707,0.233950308,0.55799373,0.365203762,0.192789969,0.001268489,0.001266995,2743,132,301,493,494,494,1,0,0,-1,1,100,59,9.25,100,0,-1,0,0,-1
0,81,81,0,0,0.001013429,0,0.562654321,0.251385309,0.223826826,0.126959248,0,0.126959248,0,0,63,81,307,0,1,1,83,2394,6806,35.17,3,3.61,487,76.33,2.42,2206,0.65,2394,0,0
1,168,117,51,1.38E-05,0.002609596,76.56862745,0.905061631,0.104899991,0.231660419,0.263322884,0.079937304,0.18338558,1.38E-05,1.36E-05,102,132,301,493,494,494,1,0,0,-1,1,100,158,24.76,100,0,-1,0,0,-1
0,6,6,0,0,0.003036742,0,1,0.085667216,0.116555093,0.009404389,0,0.009404389,0,0,1,6,309,0,1,1,132,10381,17292,60.03,1,0.76,459,71.94,1.68,3455.5,0.4,10381,21.18,0
0,43,30,13,0.001218108,0.003209049,17.84615385,0.95766129,0.142800281,0.12199986,0.067398119,0.020376176,0.047021944,0.001218108,0.001219407,4,41,301,493,494,494,123,986,15006,6.57,1,0.81,313,49.06,2.63,7010,0.93,986,0.17,0
0,5,3,2,7.38E-06,0.001377451,1,0.6,0.257575758,0.078630172,0.007836991,0.003134796,0.004702194,7.38E-06,6.97E-06,4,4,308,9,10,10,262,16190,68382,23.68,2,0.76,405,63.48,1.17,26096,0.76,16190,0,0
1,118,7,111,0.00077021,0.000668752,0,0.083297117,0.182407956,0.158660353,0.184952978,0.173981191,0.010971787,0.00077021,0.00077021,111,83,302,111,112,112,1,0,0,-1,1,100,10,1.57,100,0,-1,0,0,-1
0,19,18,1,0,0.001658658,0,0.157894737,0.012236704,0.14374622,0.029780564,0.001567398,0.028213166,0,0,17,9,306,1,2,2,81,2389,6480,36.87,2,2.47,467,73.2,2.35,2045.5,0.63,2389,0,0
0,3,2,1,1.23E-06,0.000634538,0,0.666666667,0.000323311,0.003134796,0.004702194,0.001567398,0.003134796,1.23E-06,1.23E-06,2,3,2,1,2,2,131,10373,17030,60.91,1,0.76,458,71.79,1.69,3328.5,0.39,10373,2.94,0
